"PLACE_NAME_MAPPING","PLACE_NAME_GAZETTEER","ALTITUDE","COMMENTS","COUNTRY_NAME","FEATURE_TYPE_NAME","GAZ_ID","GAZETTEER","LATITUDE","LONGITUDE","NAMED_FOR","NARRATIVE","SCAR_COMMON_ID","SCAR_MAP_CAT_ID","SOURCE_COUNTRY_CODE","SOURCE_IDENTIFIER","SOURCE_NAME","SOURCE_PUBLISHER","SOURCE_SCALE","RELIC_FLAG","AUS_DISPLAY_SCALE_20M","AUS_DISPLAY_SCALE_10M","AUS_DISPLAY_SCALE_5M","AUS_DISPLAY_SCALE_2M","AUS_DISPLAY_SCALE_1M","AUS_DISPLAY_SCALE_500K","AUS_DISPLAY_SCALE_250K","AUS_DISPLAY_SCALE_100K","AUS_DISPLAY_SCALE_50K","AUS_DISPLAY_SCALE_25K","AUS_DISPLAY_SCALE_10K","AUS_DISPLAY_SCALE_5K","AUS_DISPLAY_SCALE_1K"
"Dingle Dome","Dingle Dome",,,"Australia","Dome",411,"AUS",-67.05,48.8167,"W R J Dingle, Officer-in- Charge and meteorologist at Davis in 1957","An ice dome, 431 m above sea level, in the northern part of the Sakellari Peninsula, Enderby Land.  Discovered and photographed in 1956 during flights by ANARE aircraft from Mawson.  Named after W R J Dingle, Officer-in- Charge and meteorologist at Davis in 1957.",3652,,"AUS",,,,,0,"No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Dingsør Dome","Dingsør Dome",,,"Australia","Dome",400,"AUS",-68.0166944444,67.8,,"An ice dome 30 km SSW of Point Williams on the Lars Christensen Coast.  Discovered on 12 February, 1931, by Sir Douglas Mawson, BANZARE, who named it after the master of a Norwegian whaling ship who supplied the <i>Discovery</i> with some coal during the voyage.",3655,,"AUS",,,,,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Discovery Bank","Discovery Bank",,,"Australia","Bank",23,"AUS",-51.25,72.83,"Named for the RRS <i>Discovery</i> which did important bathymetric and oceanographic work in this vicinity on the first BANZARE voyage in 1929-30.   ","A submarine bank on the Kerguelen Plateau 108 nautical miles north-west from Heard Island.  The bank is about 200 metres deep.  The position has been fixed by echo sounding and GPS and it has been mapped by various survey vessels including the <i>Eltanin, Cape Pillar, Professor Mesyatsev</i> and RSV <i> Aurora Australis</i>.  The RRS <i>Discovery</i> did important bathymetric and oceanographic work in this vicinity on the first BANZARE voyage in 1929-30.  ",,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Discussion Lake","Discussion Lake",3,,"Australia","Water body",1205,"AUS",-69.3891667,76.3522222,"The lake was a well-known, frequently used meeting place for ANARE scientific parties working in the area in 1986/87 for discussion and planning.","A circular lake about a kilometre west of Law Base in the Larsemann Hills.",3675,,"AUS","Lars25K","Larsemann Hills 1:25000 Topographic GIS Dataset ","Australian Antarctic Division",25000,0,"No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"Dismal Basin","Dismal Basin",33.5,"Metadata for coordinates and origin of topographic data.","Australia","Basin",34,"AUS",-68.6393056093,78.2258055431,"descriptive as the basin is a very depressing area to look at and even more depressing to walk through","The basin is a large area south of Oblong Lake in the Vestfold Hills.  The surface is undulating and littered with erratics.  There are numerous small lakes and ponds.",3678,,"AUS","vest_hills_gis","Vestfold Hills Topographic GIS Dataset","Australian Antarctic Division",5000,0,"No","No","No","No","No","No","No","No","Yes","Yes","No","No","No"
"Dismal Mountains","Dismal Mountains",,,"Australia","Mountain",1678,"AUS",-68.1,55.45,,"A group of nunataks about 57 km south of Rayner Peak in Kemp Land.  Photographed in 1956 by ANARE aircraft.  Surveyed in December, 1958, by G A Knuckey during a dog-sledge journey from Amundsen Bay to Mawson.  So named because the mountains are frequently shrouded in cloud.",3681,,"AUS",,,,,0,"No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Dixson Island","Dixson Island",,,"Australia","Island",1041,"AUS",-68.1194444444,146.971388889,,"An ice-covered rock mass on the western side of the mouth of the Ninnis Glacier on the coast of George V Land.  The feature is about 19 km long and 9 km wide, rising to about 335 m.  Discovered in 1912 by AAE (1911-14) under Sir Douglas Mawson, who named it after Sir Hugh Dixson of Sydney, a patron of the expedition.",3690,,,,"LIMA - Landsat Image Mosaic Antarctica","USGS - United States Geological Survey",50000,0,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Dlinnyj Peninsula","Dlinnyj Peninsula",,,"Australia","Peninsula",2615,"AUS",-66.2893888889,100.946055556,,"A peninsula in the Bunger Hills",3704,,,,"LIMA","USGS",50000,0,"No","No","No","No","No","No","No","Yes","Yes","No","No","No","No"
"Dodd Island","Dodd Island",,,"Australia","Island",1040,"AUS",-69.737,75.5703888889,,"A small island in the Publications Ice Shelf, about 20 km south of the Sxstrene Islands.  Mapped by Norwegian cartographers from air photographs taken by the Lars Christensen Expedition (1936).Named after D M Dodd, weather observer-in-charge at Davis station in 1963.",3719,,"AUS",,,,,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Dodson Rocks","Dodson Rocks",,,"Australia","Rock",2370,"AUS",-69.8861111111,68.3986944444,,"Two small, dark rock exposures on the southern side of Single Island, on the western side of the Amery Ice Shelf.  Discovered from an ANARE aircraft  in 1969. Photographed from an ANARE aircraft in 1971.  Named after Dr R Dodson, senior geologist with the ANARE Prince Charles Mountains survey in 1971.",3725,,,,"LIMA - Landsat Image Mosaic Antarctica","USGS",30000,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Doggers Bay","Doggers Bay",,,"Australia","Bay",84,"AUS",-69.0833333333,69.1,,"A bay about 30 km long and 9 km wide on the western side of the Amery Ice Shelf, between Foley promontory and Landon Promontory.  Plotted from air photographs taken from ANARE aircraft in 1956,.  First visited in November, 1962, by an ANARE dog-sledge party, led by I Landon-Smith, which made a reconnaissance for a route from the plateau on to the Amery Ice Shelf.  Named after the dog-sledge party.",3730,,,,"LIMA - Landsat Image Mosaic Antarctica","USGS",30000,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Doggers Nunataks","Doggers Nunataks",,,"Australia","Nunatak",1758,"AUS",-67.7667,54.8667,,"A group of peaks about 28 km east of Knuckey Peaks.  Photographed in October 1956, by ANARE aircraft.  Surveyed in December, 1958, by GA Knuckey during a dog-sledge journey fromn Amundsen Bay to Mawson.  Named after the members of the 1958 ANARE dog-sledge party who were always referred to at Mawson as the ""Doggers"".",3731,,"AUS",,,,,0,"No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Dohle Nunatak","Dohle Nunatak",,,"Australia","Nunatak",1762,"AUS",-71.2883055556,66.112,,"A rock feature, consisting of two small peaks and a connecting ridge, between Mount Gleeson and Mount Gibson in the Prince Charles Mountains.  Fixed by theodolite intersection from Mount Willing and Fisher Massif.",3736,,,,"LIMA - Landsat Image Mosaic Antarctica","USGS - United States Geological Survey",250000,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Dolinnoje Lake","Dolinnoje Lake",,,"Australia","Water body",1167,"AUS",-66.2700833333,100.888555556,,"Bunger Hills.  Charted by the SAE in 1956.",3745,,,,"LIMA","USGS",50000,0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"Domashnyaya Bank","Domashnyaya Bank",,,"Australia","Bank",19,"AUS",-67.65,45.8333,,"A small submarine bank, covered with only 0.8 m of water near Molodezhnaya station in Enderby Land.  The bank was discovered by the Soviet Antarctic Expedition, which called it Banka Domashnyaya (Domestic Bank).",3750,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Dome Argus","Argus, Dome",4090,,"Australia","Dome",410,"AUS",-80.35,77.4,,"The highest ice feature (4 000 m+) in Antarctica.  It is located within the AAT near the western boundary with Dronning Maud Land, and overlies the Gamburtsev Subglacial Mountains.  Mapped in detail by radio echo sounding by the Scott Polar Research Institute and formerly designated Dome ""A"". Named after <i>Argus</i> the ship that carried Jason and the Argonauts in Greek mythology. Note: In Dec 2016, the name was changed from Argus Dome to Dome Argus. Documentation shows the approved name was Dome Argus.",501,,,,"Slope corrected orthometric heights of Antarctica derived from ERS Radar Altimetry",,,0,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Dome C","C, Dome",,,"Australia","Dome",406,"AUS",-75,125,"Note: It was formerly designated Dome ""C"" and then named Dome Circe. Named after Circe, in Greek mythology the sorceress of the Tyrrhenian Island Acaae, whom Odysseus encountered on his voyage. In Dec 2016, the name was changed from Circe Dome to Dome Circe, as documentation showed the approved name was Dome Circe. In May 2017, the name was changed back to Dome C to reflect common usage in Australia and internationally.  ","An ice dome within the Australian Antarctic Territory near the eastern boundary with Terre Adélie.  It rises more than 3 200 m and overlies part of the Aurora Subglacial Basin.  It was formerly designated Dome Circe.",2550,,,,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Donnally Glacier","Donnally Glacier",,,"Australia","Glacier",533,"AUS",-81.6167,159.3,,"A glacier about 19 km long flowing north-eastwards into the Starshot Glacier, along the northern side of the Swithinbank Range.  Mapped from air photographs taken by the US Navy.  Named by USACAN after Cdr. E.W. Donnally, USN Commanding Officer of Detachment Alpha and Officer-in-Charge of the McMurdo Station winter party in 1962.",3776,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Donovan Islands","Donovan Islands",48,"l","Australia","Island",1066,"AUS",-66.19233333,110.3876389,,"A group of five small islands lying well offshore, about 11 km north-west of Casey Station in the eastern part of Vincennes Bay. The largest island has very large Adilie penguin rookeries and there are small rookeries on the others. Photographed by USN Operation Highjump (1946-47). An Expedition led by Phillip Law in the Kista Dan sailed close by on 20 January, 1956. Named after J Donovan, (then) Administrative Officer of the Antarctic Division, Melbourne, and leader of a number of relief expeditions to Heard Island and Macquarie Island.  ",3779,,"AUS","Wind50K","Windmill Islands 1:50000 GIS Dataset","Australian Antarctic Division",5000,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Donovan Promontory","Donovan Promontory",27,,"Australia","Promontory",2225,"AUS",-69.3944549921,76.1254046032,"Named after J Donovan, Administrative Officer, Australian Antarctic Division 1950-57, who accompanied Law on a landing at the Larsemann Hills on 7 February 1958.","A long thin promontory on the north-east part of Stornes Peninsula in the Larsemann Hills.",3780,,"AUS","Lars25K","Larsemann Hills 1:25000 Topographic GIS Dataset ","Australian Antarctic Division",25000,0,"No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"Donskiye Islands","Donskiye Islands",51.5,"Metadata for coordinates and origin of topographic data.","Australia","Island",830,"AUS",-68.6080000268,77.8936944594,"Named Ostrova Donskiye (Don Islands) by the Soviet Expedition.","A group of islands, including Warriner Island and Redfearn Island, off Broad Peninsula, Vestfold Hills.  Mapped from air photographs taken by the Lars Christensen Expedition (1936-37) and called Mulvikholmane (The Mule Bay Islets) by Norwegian cartographers.  Photographed by USN Operation Highjump (1946-47), and Soviet Antarctic Expedition in 1956 and ANARE in 1957 and 1958.",3781,,"AUS","vest_hills_gis","Vestfold Hills Topographic GIS Dataset","Australian Antarctic Division",5000,0,"No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No"
"Doolette Bay","Doolette Bay",,,"Australia","Bay",104,"AUS",-67.9386388889,146.861611111,,"A bay lying at the western junction of the Ninnis Glacier with the land, on the coast of George V Land. Discovered by AAE (1911-14) under Sir Douglas Mawson who named it after G.P. Doolette of Perth, a patron of the expedition.",3782,,,,"LIMA - Landsat Image Mosaic Antarctica","USGS - United States Geological Survey",50000,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Doppler Hill","Doppler Hill",10,,"Australia","Hill",665,"AUS",-53.1358333333,73.7225,,"A hill of rock and stabilised moraine with vegetation on the sides, about 68 metres high with visibility to Round Hill and Lambeth Bluff on Heard Island.",,,,,,"Geoscience Australia",,0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"Dot Peak","Dot Peak",,,"Australia","Peak",2032,"AUS",-79.75,159.1833,,"A small eminence marking the highest point of Cooper Nunatak in the Brown Hills.   Discovered by the Victoria  University of Wellington Antarctic Expedition (1962-63).  So named because of its small size.",3802,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Douanier Rock","Douanier Rock",,,"Australia","Rock",2371,"AUS",-66.8167,142.0667,,"A rocky island on the coast of George V Land near Point Alden.  Discovered by the first French expedition to Terre Adelie (1949) under the direction of Andri Liotard during a trip to Cape Denison.  Called Rocher du Douanier because it seemed to guard the limit of the French sector.  When later analysis of French results showed the feature to be in the Australian Antarctic Territory, it was decided to retain the name Douanier.",3807,,"AUS",,,,,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Double Point","Double Point",0,,"Australia","Point",2660,"AUS",-54.647161,158.816072,,,,,"AUS","MIvegmap,macca_contour_gis","Macquarie Island Vegetation and Drainage Structure Data Set,Mac Island Contours from AIRSAR Aug 2000","Australian Antarctic Division",25000,0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"Douglas Bay","Douglas Bay",0,,"Australia","Bay",2661,"AUS",-54.536922,158.861671,,,,,"AUS","MIvegmap,macca_contour_gis","Macquarie Island Vegetation and Drainage Structure Data Set,Mac Island Contours from AIRSAR Aug 2000","Australian Antarctic Division",25000,0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"Douglas Bay","Douglas Bay",0,,"Australia","Bay",134465,"AUS",-68,67,,"A crescent shaped bay, approximately 1.3 kilometres across at the base of and between the arms of Scullin Monolith.  Named after Group Captain Eric Douglas, Polar Medal and Clasp with the BANZARE expedition 1929/31 and 1930/31 under the command of Sir Douglas Mawson.",18232,,,,"Landsat 7 satellite image","USGS - United States Geological Survey",7000,0,"No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes"
"Douglas Islands","Douglas Islands",,,"Australia","Island",872,"AUS",-67.3833,63.3967,"Rear Admiral H.P. Douglas, CMG, Hydrographer, FN, 1929","Two small islands with three rocky outliers, about 33 km north-east of Mawson.  During an aircraft flight from the Discovery (BANZARE under Mawson) on 31 December, l929, a group of islands was reported in about 66 degrees 40' 64 degrees 30' to which Mawson applied the name Douglas Islands.  As a result of the 1931 voyage of the <i>Discovery</i>, the islands were placed in about 67degrees 20' 63degrees 32'.  Norwegian exploration raised doubts about the existence of the islands.  In 1956, an ANARE sledge party led by Peter.W. Crohn was unable to find the islands in their charted position but found two uncharted islands farther south to which the name has now been applied.  Named after Rear Admiral H.P. Douglas, CMG, Hydrographer, FN, 1929.",3817,,"AUS",,,,,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Douglas Peak","Douglas Peak",,,"Australia","Peak",2031,"AUS",-66.4,52.4667,,"A peak about 1,524 m high, about 20 km south-west of Mt. Codrington in Enderby Land.   Probably discovered on 13 or 14 January, 1930, by BANZARE under Sir Douglas Mawson and named after Pilot Officer E. Douglas, RAAF, pilot with the expedition.",3818,,"AUS",,,,,0,"No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Douglas Point","Douglas Point",0,,"Australia","Point",2181,"AUS",-54.543038,158.8598,"The name first appeared on the 1917 edition of the Admiralty Chart.  Mawson suggested that the point was ""possibly"" named after the Hydrographer but as the sequence of names from north to south is Douglas Point, Mawson Point, Aurora Point and Davis Point it is suggested that the point is named after Sir Douglas Mawson.","A point on the west coast of Macquarie Island.",,,"AUS","MIvegmap,macca_contour_gis",,,25000,0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"Dovers Crater","Dovers Crater",100,,"Australia","Crater",383,"AUS",-53.0054166667,73.4038888889,,"A volcanic crater on Azorella Peninsula, Heard Island.  In 1948 ANARE surveyor, Robert G. Dovers established a trig point on the southern rim of the crater at a height of 97 m.  This was referred to as 'crater' in his field books and on the 1964 map of Heard Island. The crater was named in recognition of his extensive survey work.",,,"AUS","Satellite Cat ID 1958","World View 23/3/2008 Satellite Cat ID 1958","Worldview",5000,0,"No","No","No","No","No","No","No","Yes","Yes","No","No","No","No"
"Dovers Glacier","Dovers Glacier",,,"Australia","Glacier",454,"AUS",-67.4684,59.3548,"Renamed after Robert Dovers, Officer-in-Charge at Mawson in 1954.","A glacier 9-11 km wide extending WNW into the south-eastern side of Stefansson Bay in Kemp Land.  Mapped by Norwegian cartographers from air photography by the Lars Christensen Expedition (1936-37) and called Mulebreen (The Snout Glacier).",9948,,"AUS",,,,,0,"No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Dovers Moraine","Dovers Moraine",50,,"Australia","Moraine",1329,"AUS",-53.1125,73.715,,"A moraine on the eastern side of the Stephenson Glacier, Heard Island.",,,,,"WorldView-2 17/01/ 2010 Satellite Cat ID 2092","DigitalGlobe",10000,0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"Dovers Peak","Dovers Peak",2030,,"Australia","Peak",2030,"AUS",-69.7002777778,64.45625,,"One of the Stinear Nunataks in Mac.Robertson Land, it is approximately 2030 m high.  Discovered in 1954 by ANARE party led by Robert G. Dovers, after whom it was named.",3831,,,,"LIMA - Landsat Image Mosaic Antarctica","National Mapping",30000,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Downer Glacier","Downer Glacier",,,"Australia","Glacier",455,"AUS",-66.9454,56.282,"Named after Sgt. G.K. Downer, RAAF, electrical and instrument fitter at Mawson in 1958.","A glacier about 28 km long, flowing eastwards into the King Edward Ice Shelf just north of the Wilma Glacier.  Part of the glacier was mapped in 1954 by Robert Dovers during a sledging journey to Edward VIII Gulf.  Photographed by ANARE aircraft in 1956.  ",3840,,"AUS",,,,,0,"No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Downes Glacier","Downes Glacier",170,,"Australia","Glacier",495,"AUS",-53.024,73.533,"Named after M.C. Downes, a biologist with ANARE, Heard Island in 1951 and 1963.","A broad glacier on the north coast between Saddle Point and a moraine east of Cape Bidlingmaier.",,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"Doyle Point","Doyle Point",,,"Australia","Point",2204,"AUS",-65.8910833333,54.7840833333,,"A point on the coast of Enderby Land between Cape Borley and Cape Batterbee. Discovered on 12 January, 1930, by BANZARE under Sir Douglas Mawson, who named in Stuart Doyle Point after Stuart Doyle, who helped the expedition photographer with the film record.",3847,,,,"LIMA - Landsat Image Mosaic Antarctica","USGS - United States Geological Survey",50000,0,"No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Drake Head","Drake Head",,,"Australia","Head",640,"AUS",-69.2285,158.278138889,,"A headland just west of Davies Bay in Oates Land.   A headland was discovered near here by the Terra Nova under Lieut. H.L. Pennell, RN, in February, 1911.  Photographed in February, 1959, by the ANARE Expedition on the <i>Magga Dan</i> led by Phillip Law.  Named after F.R.H. Drake, meteorologist on board the <i>Terra Nova</i>.",3859,,"AUS","E103_RGB_321x1","Landsat Image Mosaic Antarctica (LIMA)","United States Geological Survey (USGS)",25000,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Draves Point","Draves Point",,,"Australia","Point",2203,"AUS",-66.0869444444,101.131861111,,"The westernmost point of Booth Peninsula in the Bunger Hills, Knox Coast, Wilkes Land.",3866,,,,"LIMA","USGS",50000,0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"Drum Island","Drum Island",,,"Australia","Island",140190,"AUS",-69.02667,76.87333,"Named after the musical instrument to the honour the long-standing Antarctic tradition of playing music and singing songs to support community morale.","An island about 500m NE of Lagerphone Island, the second largest island in the Svenner Islands, located in southern Prydz Bay.",20329,,,,,,,0,"No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"Drury Nunatak","Drury Nunatak",,,"Australia","Nunatak",1894,"AUS",-69.2333,156.9667,"Alan Campbell-Drury, Photographic officer of the Antarctic Division","A bare, black, isolated nunatak, standing up boldly from the continental ice on the south-east side of Lauritzen Bay in Oates Land.  This is a very distinctive feature, about 13 km SSW of Magga Peak.  Discovered on 20 February, 1959, by the ANARE Expedition, on the <i>Magga Dan</i> led by Phillip Law.  Named after Alan Campbell-Drury, Photographic officer of the Antarctic Division, Melbourne, who accompanied the expedition.",3890,,"AUS",,,,,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Drury Rock","Drury Rock",15,,"Australia","Rock",2442,"AUS",-52.9272,73.5874,,"The feature is named after Alan Campbell-Drury, radio operator and photographer with the 1948 ANARE Heard Island Expedition.",,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Drygalski Island","Drygalski Island",,,"Australia","Island",1082,"AUS",-65.75,92.5,,"An ice-capped island, with a dome about 327 m high, about 85 km north of the coast of Queen Mary Land.  Discovered by A.A.E. (1911-14).  Named by Sir Douglas Mawson after Professor Erich von Drygalski, leader of the German Antarctic Expedition (1901-03)  Drygalski in 1902.",3903,,"AUS",,,,,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Du Beau Glacier","Du Beau Glacier",,,"Australia","Glacier",457,"AUS",-66.4054444444,106.372666667,,"A glacier on the Knox Coast of Wilkes Land, about 37 km west of Merritt Island.  Delineated from air photographs taken by USN Operation Highjump (1946-47).  Named by USACAN after E.P. Du Beau, photo interpreter with USN Operation Windmill (1947-48).",3910,,"AUS","AAT_Coastline_2003","Australian Antarctic Territory Coastline 2003","Geoscience Australia and Australian Antarctic Division",25000,0,"No","No","No","Yes","No","No","No","No","No","No","No","No","No"
"Duck Lagoon","Duck Lagoon",5,,"Australia","Lagoon",2662,"AUS",-54.565431,158.860334,,,,,"AUS","MIvegmap,macca_contour_gis","Macquarie Island Vegetation and Drainage Structure Data Set,Mac Island Contours from AIRSAR Aug 2000","Australian Antarctic Division",25000,0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No"
